Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2993.503143
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.366994
seq-perfmon,BaseStrainMapping applyDJT,Load to Store ratio,1.877336
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.057750
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.062635
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.418825
seq-perfmon,BaseDeformationMapping apply,CPI,0.569129
seq-perfmon,BaseDeformationMapping apply,Load to Store ratio,2.023648
seq-perfmon,Simu,Runtime (RDTSC) [s],2.892926
seq-perfmon,Simu,Runtime unhalted [s],1.854153
seq-perfmon,Simu,Clock [MHz],2992.761215
seq-perfmon,Simu,CPI,0.623110
seq-perfmon,Simu,Load to Store ratio,1.511190
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.126648
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.140252
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2993.256260
seq-perfmon,BaseStrainMapping applyJ,CPI,0.370397
seq-perfmon,BaseStrainMapping applyJ,Load to Store ratio,1.395442
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.354523
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.382919
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.452396
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.481979
seq-perfmon,BaseDeformationMapping applyJ,Load to Store ratio,1.235766
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.082821
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.097365
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2993.538696
seq-perfmon,BaseStrainMapping applyJT,CPI,0.409845
seq-perfmon,BaseStrainMapping applyJT,Load to Store ratio,2.097164
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.005254
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.005718
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2992.857179
seq-perfmon,BaseStrainMapping apply,CPI,0.376699
seq-perfmon,BaseStrainMapping apply,Load to Store ratio,1.324776
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000104
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.002593
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3008.163749
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.034878
seq-perfmon,BaseDeformationMapping applyJT seqMat,Load to Store ratio,2.125741
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime (RDTSC) [s],0.000299
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime unhalted [s],0.013552
seq-perfmon,BaseDeformationMapping applyJT vec else,Clock [MHz],2997.942430
seq-perfmon,BaseDeformationMapping applyJT vec else,CPI,2.998099
seq-perfmon,BaseDeformationMapping applyJT vec else,Load to Store ratio,2.123460
seq-perfmon,BaseDeformationMapping applyJ else,Runtime (RDTSC) [s],0.000264
seq-perfmon,BaseDeformationMapping applyJ else,Runtime unhalted [s],0.011885
seq-perfmon,BaseDeformationMapping applyJ else,Clock [MHz],2997.363644
seq-perfmon,BaseDeformationMapping applyJ else,CPI,3.001209
seq-perfmon,BaseDeformationMapping applyJ else,Load to Store ratio,2.145149
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.256271
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.285244
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2993.441562
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.767897
seq-perfmon,BaseDeformationMapping applyJT vec,Load to Store ratio,4.360960
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.054113
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.060870
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2993.503143
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.366994
seq-perfmon,BaseStrainMapping applyDJT,Load to Store ratio,1.877336
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.057750
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.062635
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.418825
seq-perfmon,BaseDeformationMapping apply,CPI,0.569129
seq-perfmon,BaseDeformationMapping apply,Load to Store ratio,2.023648
seq-perfmon,Simu,Runtime (RDTSC) [s],2.892926
seq-perfmon,Simu,Runtime unhalted [s],1.854153
seq-perfmon,Simu,Clock [MHz],2992.761215
seq-perfmon,Simu,CPI,0.623110
seq-perfmon,Simu,Load to Store ratio,1.511190
