Config,Expe,Metric,core 0
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,3.199740
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Load to Store ratio,2.356282
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.009728
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.016837
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2998.073736
seq-perfmon,BaseStrainMapping applyJT,CPI,0.581767
seq-perfmon,BaseStrainMapping applyJT,Load to Store ratio,2.119504
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001257
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001718
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2996.140234
seq-perfmon,BaseStrainMapping apply,CPI,0.472593
seq-perfmon,BaseStrainMapping apply,Load to Store ratio,1.356985
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime (RDTSC) [s],0.004743
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime unhalted [s],0.017689
seq-perfmon,BaseDeformationMultiMapping applyDJT,Clock [MHz],3002.803401
seq-perfmon,BaseDeformationMultiMapping applyDJT,CPI,1.490321
seq-perfmon,BaseDeformationMultiMapping applyDJT,Load to Store ratio,5.233118
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime (RDTSC) [s],0.036726
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime unhalted [s],0.050879
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Clock [MHz],2993.260484
seq-perfmon,BaseDeformationMultiMapping applyJT vec,CPI,0.620370
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Load to Store ratio,3.225966
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime (RDTSC) [s],0.060475
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime unhalted [s],0.074042
seq-perfmon,BaseDeformationMultiMapping applyJ,Clock [MHz],2994.345874
seq-perfmon,BaseDeformationMultiMapping applyJ,CPI,0.487011
seq-perfmon,BaseDeformationMultiMapping applyJ,Load to Store ratio,1.694508
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.012574
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.019085
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2995.686438
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.481944
seq-perfmon,BaseStrainMapping applyDJT,Load to Store ratio,1.915802
seq-perfmon,Simu,Runtime (RDTSC) [s],1.063790
seq-perfmon,Simu,Runtime unhalted [s],0.526942
seq-perfmon,Simu,Clock [MHz],2992.752096
seq-perfmon,Simu,CPI,0.809405
seq-perfmon,Simu,Load to Store ratio,1.778665
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.014855
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.021410
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2996.401442
seq-perfmon,BaseStrainMapping applyJ,CPI,0.477037
seq-perfmon,BaseStrainMapping applyJ,Load to Store ratio,1.427477
seq-perfmon,BaseDeformationMultiMapping apply,Runtime (RDTSC) [s],0.013873
seq-perfmon,BaseDeformationMultiMapping apply,Runtime unhalted [s],0.015838
seq-perfmon,BaseDeformationMultiMapping apply,Clock [MHz],2994.503943
seq-perfmon,BaseDeformationMultiMapping apply,CPI,0.532127
seq-perfmon,BaseDeformationMultiMapping apply,Load to Store ratio,2.378241
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime (RDTSC) [s],0.000040
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime unhalted [s],0.000914
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Clock [MHz],3006.549447
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,3.199740
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Load to Store ratio,2.356282
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.009728
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.016837
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2998.073736
seq-perfmon,BaseStrainMapping applyJT,CPI,0.581767
seq-perfmon,BaseStrainMapping applyJT,Load to Store ratio,2.119504
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001257
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001718
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2996.140234
seq-perfmon,BaseStrainMapping apply,CPI,0.472593
seq-perfmon,BaseStrainMapping apply,Load to Store ratio,1.356985
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime (RDTSC) [s],0.004743
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime unhalted [s],0.017689
seq-perfmon,BaseDeformationMultiMapping applyDJT,Clock [MHz],3002.803401
seq-perfmon,BaseDeformationMultiMapping applyDJT,CPI,1.490321
seq-perfmon,BaseDeformationMultiMapping applyDJT,Load to Store ratio,5.233118
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime (RDTSC) [s],0.036726
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime unhalted [s],0.050879
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Clock [MHz],2993.260484
seq-perfmon,BaseDeformationMultiMapping applyJT vec,CPI,0.620370
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Load to Store ratio,3.225966
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime (RDTSC) [s],0.060475
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime unhalted [s],0.074042
seq-perfmon,BaseDeformationMultiMapping applyJ,Clock [MHz],2994.345874
seq-perfmon,BaseDeformationMultiMapping applyJ,CPI,0.487011
seq-perfmon,BaseDeformationMultiMapping applyJ,Load to Store ratio,1.694508
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.012574
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.019085
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2995.686438
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.481944
seq-perfmon,BaseStrainMapping applyDJT,Load to Store ratio,1.915802
seq-perfmon,Simu,Runtime (RDTSC) [s],1.063790
seq-perfmon,Simu,Runtime unhalted [s],0.526942
seq-perfmon,Simu,Clock [MHz],2992.752096
seq-perfmon,Simu,CPI,0.809405
seq-perfmon,Simu,Load to Store ratio,1.778665
