Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.481799
seq-perfmon,BaseStrainMapping applyDJT,L2 Load [MBytes/s],7746.735775
seq-perfmon,BaseStrainMapping applyDJT,L2 Evict [MBytes/s],2355.069030
seq-perfmon,BaseStrainMapping applyDJT,L2 bandwidth [MBytes/s],10101.804805
seq-perfmon,BaseStrainMapping applyDJT,L2 data volume [GBytes],0.182171
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.015622
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.018058
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2994.450288
seq-perfmon,BaseDeformationMapping apply,CPI,0.592635
seq-perfmon,BaseDeformationMapping apply,L2 Load [MBytes/s],5067.696342
seq-perfmon,BaseDeformationMapping apply,L2 Evict [MBytes/s],724.847392
seq-perfmon,BaseDeformationMapping apply,L2 bandwidth [MBytes/s],5792.543734
seq-perfmon,BaseDeformationMapping apply,L2 data volume [GBytes],0.090490
seq-perfmon,Simu,Runtime (RDTSC) [s],1.427738
seq-perfmon,Simu,Runtime unhalted [s],0.702121
seq-perfmon,Simu,Clock [MHz],2992.826499
seq-perfmon,Simu,CPI,0.768240
seq-perfmon,Simu,L2 Load [MBytes/s],1990.773769
seq-perfmon,Simu,L2 Evict [MBytes/s],443.842778
seq-perfmon,Simu,L2 bandwidth [MBytes/s],2434.616547
seq-perfmon,Simu,L2 data volume [GBytes],3.475995
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.021392
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.030641
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2992.801571
seq-perfmon,BaseStrainMapping applyJ,CPI,0.476820
seq-perfmon,BaseStrainMapping applyJ,L2 Load [MBytes/s],5430.118995
seq-perfmon,BaseStrainMapping applyJ,L2 Evict [MBytes/s],1723.898491
seq-perfmon,BaseStrainMapping applyJ,L2 bandwidth [MBytes/s],7154.017487
seq-perfmon,BaseStrainMapping applyJ,L2 data volume [GBytes],0.153042
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.093453
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.112768
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2992.308157
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.494595
seq-perfmon,BaseDeformationMapping applyJ,L2 Load [MBytes/s],4314.269578
seq-perfmon,BaseDeformationMapping applyJ,L2 Evict [MBytes/s],957.446305
seq-perfmon,BaseDeformationMapping applyJ,L2 bandwidth [MBytes/s],5271.715883
seq-perfmon,BaseDeformationMapping applyJ,L2 data volume [GBytes],0.492656
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.013619
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.023451
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],3002.457612
seq-perfmon,BaseStrainMapping applyJT,CPI,0.576553
seq-perfmon,BaseStrainMapping applyJT,L2 Load [MBytes/s],8808.035714
seq-perfmon,BaseStrainMapping applyJT,L2 Evict [MBytes/s],2610.150376
seq-perfmon,BaseStrainMapping applyJT,L2 bandwidth [MBytes/s],11418.186090
seq-perfmon,BaseStrainMapping applyJT,L2 data volume [GBytes],0.155507
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001263
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001731
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2998.144873
seq-perfmon,BaseStrainMapping apply,CPI,0.476141
seq-perfmon,BaseStrainMapping apply,L2 Load [MBytes/s],4457.542589
seq-perfmon,BaseStrainMapping apply,L2 Evict [MBytes/s],1801.688909
seq-perfmon,BaseStrainMapping apply,L2 bandwidth [MBytes/s],6259.231498
seq-perfmon,BaseStrainMapping apply,L2 data volume [GBytes],0.007908
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000050
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.001369
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3006.707664
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.205063
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 Load [MBytes/s],49829.960020
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 Evict [MBytes/s],18607.615762
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 bandwidth [MBytes/s],68437.575782
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 data volume [GBytes],0.003440
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime (RDTSC) [s],0.000210
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime unhalted [s],0.009572
seq-perfmon,BaseDeformationMapping applyJT vec else,Clock [MHz],3008.098351
seq-perfmon,BaseDeformationMapping applyJT vec else,CPI,3.056326
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 Load [MBytes/s],82049.720500
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 Evict [MBytes/s],28382.373302
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 bandwidth [MBytes/s],110432.093802
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 data volume [GBytes],0.023210
seq-perfmon,BaseDeformationMapping applyJ else,Runtime (RDTSC) [s],0.000196
seq-perfmon,BaseDeformationMapping applyJ else,Runtime unhalted [s],0.008717
seq-perfmon,BaseDeformationMapping applyJ else,Clock [MHz],2999.158160
seq-perfmon,BaseDeformationMapping applyJ else,CPI,3.055017
seq-perfmon,BaseDeformationMapping applyJ else,L2 Load [MBytes/s],75624.347433
seq-perfmon,BaseDeformationMapping applyJ else,L2 Evict [MBytes/s],27380.756925
seq-perfmon,BaseDeformationMapping applyJ else,L2 bandwidth [MBytes/s],103005.104357
seq-perfmon,BaseDeformationMapping applyJ else,L2 data volume [GBytes],0.020214
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.058233
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.077744
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2996.344024
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.548367
seq-perfmon,BaseDeformationMapping applyJT vec,L2 Load [MBytes/s],11128.762341
seq-perfmon,BaseDeformationMapping applyJT vec,L2 Evict [MBytes/s],986.220395
seq-perfmon,BaseDeformationMapping applyJT vec,L2 bandwidth [MBytes/s],12114.982737
seq-perfmon,BaseDeformationMapping applyJT vec,L2 data volume [GBytes],0.705492
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.018034
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.027341
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2999.433117
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.481799
seq-perfmon,BaseStrainMapping applyDJT,L2 Load [MBytes/s],7746.735775
seq-perfmon,BaseStrainMapping applyDJT,L2 Evict [MBytes/s],2355.069030
seq-perfmon,BaseStrainMapping applyDJT,L2 bandwidth [MBytes/s],10101.804805
seq-perfmon,BaseStrainMapping applyDJT,L2 data volume [GBytes],0.182171
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.015622
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.018058
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2994.450288
seq-perfmon,BaseDeformationMapping apply,CPI,0.592635
seq-perfmon,BaseDeformationMapping apply,L2 Load [MBytes/s],5067.696342
seq-perfmon,BaseDeformationMapping apply,L2 Evict [MBytes/s],724.847392
seq-perfmon,BaseDeformationMapping apply,L2 bandwidth [MBytes/s],5792.543734
seq-perfmon,BaseDeformationMapping apply,L2 data volume [GBytes],0.090490
seq-perfmon,Simu,Runtime (RDTSC) [s],1.427738
seq-perfmon,Simu,Runtime unhalted [s],0.702121
seq-perfmon,Simu,Clock [MHz],2992.826499
seq-perfmon,Simu,CPI,0.768240
seq-perfmon,Simu,L2 Load [MBytes/s],1990.773769
seq-perfmon,Simu,L2 Evict [MBytes/s],443.842778
seq-perfmon,Simu,L2 bandwidth [MBytes/s],2434.616547
seq-perfmon,Simu,L2 data volume [GBytes],3.475995
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.021392
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.030641
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2992.801571
seq-perfmon,BaseStrainMapping applyJ,CPI,0.476820
seq-perfmon,BaseStrainMapping applyJ,L2 Load [MBytes/s],5430.118995
seq-perfmon,BaseStrainMapping applyJ,L2 Evict [MBytes/s],1723.898491
seq-perfmon,BaseStrainMapping applyJ,L2 bandwidth [MBytes/s],7154.017487
seq-perfmon,BaseStrainMapping applyJ,L2 data volume [GBytes],0.153042
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.093453
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.112768
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2992.308157
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.494595
seq-perfmon,BaseDeformationMapping applyJ,L2 Load [MBytes/s],4314.269578
seq-perfmon,BaseDeformationMapping applyJ,L2 Evict [MBytes/s],957.446305
seq-perfmon,BaseDeformationMapping applyJ,L2 bandwidth [MBytes/s],5271.715883
seq-perfmon,BaseDeformationMapping applyJ,L2 data volume [GBytes],0.492656
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.013619
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.023451
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],3002.457612
seq-perfmon,BaseStrainMapping applyJT,CPI,0.576553
seq-perfmon,BaseStrainMapping applyJT,L2 Load [MBytes/s],8808.035714
seq-perfmon,BaseStrainMapping applyJT,L2 Evict [MBytes/s],2610.150376
seq-perfmon,BaseStrainMapping applyJT,L2 bandwidth [MBytes/s],11418.186090
seq-perfmon,BaseStrainMapping applyJT,L2 data volume [GBytes],0.155507
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001263
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001731
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2998.144873
seq-perfmon,BaseStrainMapping apply,CPI,0.476141
seq-perfmon,BaseStrainMapping apply,L2 Load [MBytes/s],4457.542589
seq-perfmon,BaseStrainMapping apply,L2 Evict [MBytes/s],1801.688909
seq-perfmon,BaseStrainMapping apply,L2 bandwidth [MBytes/s],6259.231498
seq-perfmon,BaseStrainMapping apply,L2 data volume [GBytes],0.007908
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000050
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.001369
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3006.707664
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.205063
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 Load [MBytes/s],49829.960020
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 Evict [MBytes/s],18607.615762
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 bandwidth [MBytes/s],68437.575782
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 data volume [GBytes],0.003440
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime (RDTSC) [s],0.000210
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime unhalted [s],0.009572
seq-perfmon,BaseDeformationMapping applyJT vec else,Clock [MHz],3008.098351
seq-perfmon,BaseDeformationMapping applyJT vec else,CPI,3.056326
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 Load [MBytes/s],82049.720500
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 Evict [MBytes/s],28382.373302
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 bandwidth [MBytes/s],110432.093802
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 data volume [GBytes],0.023210
seq-perfmon,BaseDeformationMapping applyJ else,Runtime (RDTSC) [s],0.000196
seq-perfmon,BaseDeformationMapping applyJ else,Runtime unhalted [s],0.008717
seq-perfmon,BaseDeformationMapping applyJ else,Clock [MHz],2999.158160
seq-perfmon,BaseDeformationMapping applyJ else,CPI,3.055017
seq-perfmon,BaseDeformationMapping applyJ else,L2 Load [MBytes/s],75624.347433
seq-perfmon,BaseDeformationMapping applyJ else,L2 Evict [MBytes/s],27380.756925
seq-perfmon,BaseDeformationMapping applyJ else,L2 bandwidth [MBytes/s],103005.104357
seq-perfmon,BaseDeformationMapping applyJ else,L2 data volume [GBytes],0.020214
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.058233
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.077744
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2996.344024
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.548367
seq-perfmon,BaseDeformationMapping applyJT vec,L2 Load [MBytes/s],11128.762341
seq-perfmon,BaseDeformationMapping applyJT vec,L2 Evict [MBytes/s],986.220395
seq-perfmon,BaseDeformationMapping applyJT vec,L2 bandwidth [MBytes/s],12114.982737
seq-perfmon,BaseDeformationMapping applyJT vec,L2 data volume [GBytes],0.705492
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.018034
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.027341
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2999.433117
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.481799
seq-perfmon,BaseStrainMapping applyDJT,L2 Load [MBytes/s],7746.735775
seq-perfmon,BaseStrainMapping applyDJT,L2 Evict [MBytes/s],2355.069030
seq-perfmon,BaseStrainMapping applyDJT,L2 bandwidth [MBytes/s],10101.804805
seq-perfmon,BaseStrainMapping applyDJT,L2 data volume [GBytes],0.182171
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.015622
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.018058
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2994.450288
seq-perfmon,BaseDeformationMapping apply,CPI,0.592635
seq-perfmon,BaseDeformationMapping apply,L2 Load [MBytes/s],5067.696342
seq-perfmon,BaseDeformationMapping apply,L2 Evict [MBytes/s],724.847392
seq-perfmon,BaseDeformationMapping apply,L2 bandwidth [MBytes/s],5792.543734
seq-perfmon,BaseDeformationMapping apply,L2 data volume [GBytes],0.090490
seq-perfmon,Simu,Runtime (RDTSC) [s],1.427738
seq-perfmon,Simu,Runtime unhalted [s],0.702121
seq-perfmon,Simu,Clock [MHz],2992.826499
seq-perfmon,Simu,CPI,0.768240
seq-perfmon,Simu,L2 Load [MBytes/s],1990.773769
seq-perfmon,Simu,L2 Evict [MBytes/s],443.842778
seq-perfmon,Simu,L2 bandwidth [MBytes/s],2434.616547
seq-perfmon,Simu,L2 data volume [GBytes],3.475995
